102,Swaniawski-Koelpin,MENFASHON,24.148,124.205
103,Dickens-Smith,KITCHENUTILITIES,3.669,110.455
104,Borer and Sons,HOUSEHOLDS,37.078,123.856
105,Hane Fisher and Stark,CHILDFASHON,20.582,100.759
106,Hyatt Bechtelar and Pfannerstill,MENFASHON,17.094,111.041
107,Johnston Mitchell and Ziemann,MENFASHON,18.817,141.365
108,Watsica LLC,WOMENFASHON,89.715,145.709
109,Ferry Schamberger and Purdy,MENFASHON,47.376,137.297
110,Wilderman Inc,KITCHENUTILITIES,99.842,138.082
111,Gislason Morissette and Stanton,KITCHENUTILITIES,40.358,140.218
112,Mante-Harber,WOMENFASHON,3.897,110.815
113,Nicolas Inc,KITCHENUTILITIES,44.605,109.775
114,Gerlach Group,MENFASHON,14.097,140.131
115,Senger-Ryan,WOMENFASHON,19.863,102.906
116,Wiza Cole and Bartoletti,CHILDFASHON,13.5,145.536
117,Mante Considine and Davis,WOMENFASHON,75.438,115.958
118,Orn Swift and Wintheiser,MENFASHON,40.037,131.389
119,Mosciski-Weimann,CHILDFASHON,99.538,139.859
120,Quitzon and Sons,HOUSEHOLDS,18.84,114.26
121,Herman Inc,WOMENFASHON,46.481,101.464
122,Lind Group,MENFASHON,49.131,135.165
123,Lesch Gutkowski and Reinger,CHILDFASHON,39.418,113.304
124,Ruecker Group,WOMENFASHON,34.673,107.941
125,Paucek Inc,HOUSEHOLDS,70.826,149.982
126,Bartell Pacocha and Hansen,KITCHENUTILITIES,26.809,130.537
127,Koch and Sons,HOUSEHOLDS,83.686,103.684
128,Breitenberg LLC,MENFASHON,41.424,133.067
129,Bergnaum Group,HOUSEHOLDS,22.497,136.995
130,Watsica Inc,HOUSEHOLDS,68.496,142.629
131,Wilkinson-Willms,CHILDFASHON,78.561,117.419
132,Ryan Purdy and Lockman,CHILDFASHON,60.727,123.021
133,Crist Von and Boyer,KITCHENUTILITIES,50.874,103.913
134,Renner Stark and Hirthe,KITCHENUTILITIES,32.692,105.514
135,Donnelly Boyer and Collier,MENFASHON,22.001,131.756
136,Kling Fay and Schinner,WOMENFASHON,94.416,107.09
137,Goyette-Bergstrom,WOMENFASHON,9.654,118.384
138,Veum LLC,CHILDFASHON,39.562,137.863
139,Legros Lueilwitz and Kassulke,CHILDFASHON,39.753,100.52
140,Kerluke Group,HOUSEHOLDS,28.116,123.383
141,Schroeder-Grant,WOMENFASHON,10.683,100.54
142,Trantow Pfeffer and Hettinger,CHILDFASHON,26.672,109.815
143,Pollich LLC,WOMENFASHON,31.335,123.643
144,Rath Raynor and Balistreri,KITCHENUTILITIES,6.344,115.585
145,Balistreri Group,HOUSEHOLDS,43.04,130.467
146,Conroy and Sons,WOMENFASHON,35.753,111.75
147,Goodwin-Blick,CHILDFASHON,32.878,147.736
148,Jakubowski and Sons,CHILDFASHON,97.638,104.796
149,Armstrong-Weber,HOUSEHOLDS,76.493,116.088
150,Medhurst Franecki and Senger,HOUSEHOLDS,97.392,129.311
151,Stanton-Bernier,MENFASHON,57.708,121.4
152,D'Amore and Sons,WOMENFASHON,4.149,140.487
153,Emmerich-Homenick,MENFASHON,83.528,123.831
154,Rippin Kutch and Leannon,WOMENFASHON,76.828,116.136
155,Witting Inc,CHILDFASHON,59.446,129.704
156,Corwin Dare and Gutmann,KITCHENUTILITIES,89.563,102.665
157,Flatley LLC,KITCHENUTILITIES,68.221,103.254
158,Hessel Predovic and O'Reilly,WOMENFASHON,96.671,116.5
159,Wisozk and Sons,KITCHENUTILITIES,60.213,118.306
160,Miller and Sons,WOMENFASHON,67.22,121.848
161,Jaskolski Emmerich and Casper,WOMENFASHON,62.2,111.995
162,Ebert Inc,KITCHENUTILITIES,26.725,138.786
163,O'Kon Inc,WOMENFASHON,64.348,114.724
164,Aufderhar Legros and Mosciski,KITCHENUTILITIES,30.284,124.231
165,Kunze Inc,CHILDFASHON,95.443,115.925
166,Macejkovic Gorczany and Ebert,WOMENFASHON,16.468,111.62
167,Volkman Farrell and Pollich,KITCHENUTILITIES,25.394,113.515
168,Jerde-Ruecker,MENFASHON,21.766,102.268
169,Marquardt Bradtke and Boyle,HOUSEHOLDS,6.712,141.072
170,Willms LLC,KITCHENUTILITIES,44.619,129.17
171,Legros Heidenreich and Muller,CHILDFASHON,87.41,110.817
172,Crona-Kreiger,MENFASHON,49.139,122.444
173,King Jakubowski and Kerluke,MENFASHON,46.694,128.26
174,Satterfield LLC,WOMENFASHON,67.832,133.547
175,Zboncak Lehner and Little,HOUSEHOLDS,22.819,118.842
176,Kohler-Mills,KITCHENUTILITIES,79.396,107.029
177,Conroy Heaney and Keebler,KITCHENUTILITIES,47.641,106.435
178,Kuvalis-Kuhn,CHILDFASHON,80.197,137.886
179,Mohr Group,HOUSEHOLDS,74.353,125.711
180,Leuschke-Larson,CHILDFASHON,19.415,138.431
181,Kreiger and Sons,KITCHENUTILITIES,4.049,134.519
182,Hessel Rohan and Ernser,WOMENFASHON,17.946,104.193
183,Leannon Pagac and Hackett,WOMENFASHON,26.061,123.036
184,Balistreri LLC,CHILDFASHON,23.663,124.2
185,Dickinson Prosacco and Mraz,HOUSEHOLDS,52.516,104.372
186,Carter-Boehm,WOMENFASHON,64.025,125.076
187,Herzog Barrows and Zieme,KITCHENUTILITIES,48.555,114.423
188,Crist Langosh and Stiedemann,HOUSEHOLDS,86.05,140.304
189,Hintz-Green,HOUSEHOLDS,2.011,101.581
190,Muller LLC,WOMENFASHON,65.547,133.4
191,Kirlin-Erdman,WOMENFASHON,58.931,132.125
192,Altenwerth LLC,WOMENFASHON,96.869,139.093
193,Hintz LLC,KITCHENUTILITIES,85.468,107.582
194,Pacocha Group,CHILDFASHON,64.955,137.251
195,Zieme Group,CHILDFASHON,95.971,132.847
196,Ratke Hoeger and Green,MENFASHON,34.544,126.754
197,Tromp Group,MENFASHON,75.77,147.133
198,Considine and Sons,WOMENFASHON,55.378,145.038
199,O'Conner-Pacocha,HOUSEHOLDS,73.015,122.419
200,Brekke Bernier and Frami,HOUSEHOLDS,29.871,149.939
201,Reynolds-Becker,HOUSEHOLDS,4.83,149.222
202,Kshlerin Schiller and Moore,WOMENFASHON,61.982,144.83
203,Keeling Schmeler and Torphy,WOMENFASHON,44.489,145.956
204,O'Conner and Sons,MENFASHON,64.498,131.007
205,Klein-Kovacek,HOUSEHOLDS,46.039,133.095
206,Maggio-Gutmann,CHILDFASHON,2.088,141.227
207,D'Amore-Friesen,CHILDFASHON,28.173,149.292
208,Waelchi Emmerich and DuBuque,WOMENFASHON,19.61,127.077
209,Huels-Nolan,KITCHENUTILITIES,83.413,126.547
210,Schaden Hills and Kuhic,HOUSEHOLDS,55.301,138.384
211,Reynolds LLC,MENFASHON,30.426,114.656
212,Kihn Ankunding and Dare,MENFASHON,40.156,144.081
213,Corkery McCullough and Von,CHILDFASHON,90.341,126.145
214,Toy-Smith,WOMENFASHON,87.01,116.787
215,Johnson-Lesch,KITCHENUTILITIES,42.49,104.122
216,Ward Windler and Mosciski,WOMENFASHON,3.83,124.864
217,Carroll LLC,MENFASHON,16.447,128.394
218,Runolfsdottir Hackett and Kuhn,HOUSEHOLDS,6.549,140.109
219,Kuhic and Sons,HOUSEHOLDS,66.607,142.318
220,Brown and Sons,WOMENFASHON,6.38,144.409
221,Brakus Hudson and Kuhlman,KITCHENUTILITIES,84.411,114.413
222,Lakin Lynch and Feil,CHILDFASHON,37.102,113.667
223,Hessel LLC,KITCHENUTILITIES,94.005,129.92
224,Howell Miller and Kihn,KITCHENUTILITIES,35.505,132.343
225,Connelly LLC,MENFASHON,51.753,118.696
226,Osinski-Quigley,WOMENFASHON,7.361,120.38
227,Stanton Batz and Schulist,CHILDFASHON,83.291,103.216
228,Lowe Inc,CHILDFASHON,10.309,140.419
229,Gislason Corwin and Mayer,CHILDFASHON,65.234,126.987
230,Sipes-Lubowitz,HOUSEHOLDS,7.552,114.31
231,Pagac LLC,KITCHENUTILITIES,74.389,142.107
232,Fisher McClure and Weimann,CHILDFASHON,11.157,131.2
233,Reynolds-Hayes,CHILDFASHON,86.775,111.731
234,McCullough-Krajcik,WOMENFASHON,98.5,123.525
235,Hand LLC,MENFASHON,55.043,127.473
236,Rippin Inc,HOUSEHOLDS,42.461,134.104
237,Boyer Senger and Homenick,WOMENFASHON,90.748,106.603
238,Rowe-Langosh,MENFASHON,13.771,149.228
239,Cremin Nikolaus and Shanahan,HOUSEHOLDS,45.409,129.992
240,Swift-Harris,MENFASHON,94.11,131.488
241,Hermann Group,HOUSEHOLDS,12.219,133.621
242,Gorczany Smith and Turcotte,MENFASHON,19.18,109.147
243,Powlowski Group,MENFASHON,14.898,141.755
244,Reinger Roberts and Morissette,HOUSEHOLDS,28.025,106.955
245,Turcotte Larkin and Schaefer,CHILDFASHON,36.046,128.937
246,Swaniawski-Prohaska,MENFASHON,95.648,111.277
247,Bradtke-Barrows,MENFASHON,14.353,119.219
248,Beatty-Hills,HOUSEHOLDS,22.712,147.426
249,Schroeder Mills and Jacobs,WOMENFASHON,81.116,132.252
250,Berge Grady and Leuschke,KITCHENUTILITIES,22.611,101.654
251,Johnson Harvey and Hauck,KITCHENUTILITIES,61.577,112.173
252,Parisian Bechtelar and Okuneva,CHILDFASHON,70.217,124.936
253,Weimann-Harvey,HOUSEHOLDS,60.178,148.413
254,Raynor and Sons,HOUSEHOLDS,31.061,110.27
255,Hintz-Volkman,KITCHENUTILITIES,26.954,121.797
256,Reichert Inc,CHILDFASHON,16.477,117.126
257,Schiller LLC,MENFASHON,34.622,139.265
258,Prosacco and Sons,HOUSEHOLDS,30.421,121.716
259,Hudson Kling and Beahan,KITCHENUTILITIES,89.726,120.929
260,Marvin-Romaguera,WOMENFASHON,23.698,147.093
261,Marquardt Treutel and Bechtelar,CHILDFASHON,85.236,136.0
262,Okuneva and Sons,MENFASHON,24.476,122.896
263,Konopelski Inc,MENFASHON,46.156,116.276
264,Wintheiser Inc,WOMENFASHON,29.513,115.472
265,Flatley Schultz and Casper,KITCHENUTILITIES,99.878,141.766
266,Jacobs and Sons,HOUSEHOLDS,51.604,144.837
267,Brekke Koss and Jones,KITCHENUTILITIES,61.489,137.886
268,D'Amore Inc,HOUSEHOLDS,57.505,109.616
269,Homenick-Lehner,MENFASHON,53.853,145.73
270,Rau-Krajcik,HOUSEHOLDS,98.554,109.584
271,Bode-Ratke,HOUSEHOLDS,67.288,132.938
272,Carter Leannon and Carter,KITCHENUTILITIES,5.013,131.804
273,Skiles-Legros,WOMENFASHON,70.461,143.996
274,Jast Gulgowski and Goldner,WOMENFASHON,59.186,145.736
275,Feeney White and Botsford,HOUSEHOLDS,74.101,110.109
276,Bruen-Keebler,CHILDFASHON,95.307,147.414
277,Stroman Quigley and Wisoky,MENFASHON,98.524,147.066
278,Jacobson and Sons,CHILDFASHON,62.893,116.664
279,Weissnat Group,MENFASHON,79.546,124.606
280,Daugherty Grady and Robel,WOMENFASHON,71.003,120.353
281,McClure LLC,MENFASHON,92.992,114.766
282,Predovic Inc,HOUSEHOLDS,12.618,143.62
283,Kautzer-Donnelly,CHILDFASHON,30.6,116.162
284,Lowe Group,CHILDFASHON,2.646,138.914
285,Jacobs-Dickens,MENFASHON,54.247,127.681
286,Bogan Morar and Lind,CHILDFASHON,33.968,140.363
287,Johnston Hammes and Lind,HOUSEHOLDS,6.979,113.91
288,Hettinger-Quigley,CHILDFASHON,85.278,125.611
289,Walter Stiedemann and Kilback,HOUSEHOLDS,25.5,127.464
290,Huel-Pagac,CHILDFASHON,83.486,149.974
291,Keeling Inc,KITCHENUTILITIES,94.104,107.96
292,Zemlak LLC,HOUSEHOLDS,87.332,122.759
293,Gerhold-Kunze,HOUSEHOLDS,23.617,133.299
294,Beer and Sons,MENFASHON,24.335,124.41
295,Fisher Reynolds and Littel,WOMENFASHON,91.859,139.739
296,Wintheiser and Sons,WOMENFASHON,73.718,130.761
297,Tromp Inc,CHILDFASHON,30.12,125.757
298,Fritsch Parker and Hermiston,KITCHENUTILITIES,98.421,146.195
299,Hahn and Sons,MENFASHON,16.427,141.409
300,Volkman Inc,WOMENFASHON,77.88,109.027
301,Okuneva Koch and Pagac,MENFASHON,89.235,130.87
302,Howe LLC,HOUSEHOLDS,48.233,146.128
303,Ruecker-Marvin,KITCHENUTILITIES,66.464,101.828
304,MacGyver Ortiz and McLaughlin,CHILDFASHON,5.91,116.99
305,Renner McLaughlin and Kilback,KITCHENUTILITIES,41.509,129.336
306,Johnston Schaefer and Upton,MENFASHON,38.785,127.061
307,Kertzmann Inc,KITCHENUTILITIES,7.663,108.519
308,Kuvalis-Douglas,KITCHENUTILITIES,58.756,121.825
309,Franecki Yost and Casper,KITCHENUTILITIES,84.375,114.334
310,Conn Group,MENFASHON,34.632,104.838
311,Zemlak Inc,MENFASHON,53.529,141.749
312,Torphy LLC,HOUSEHOLDS,64.51,146.802
313,Nicolas Group,MENFASHON,89.113,111.469
314,Jaskolski-Kautzer,CHILDFASHON,68.547,119.411
315,Will LLC,WOMENFASHON,32.942,136.592
316,Padberg-Bruen,KITCHENUTILITIES,11.668,135.025
317,Harvey Toy and Fritsch,MENFASHON,23.006,121.536
318,Wolf LLC,MENFASHON,56.92,128.214
319,Rippin and Sons,KITCHENUTILITIES,49.864,125.639
320,Daugherty-Mills,WOMENFASHON,66.118,108.604
321,Marquardt and Sons,CHILDFASHON,86.145,135.664
322,Steuber Lynch and O'Reilly,CHILDFASHON,82.661,118.943
323,Ruecker Treutel and Bahringer,WOMENFASHON,38.807,116.115
324,Kilback Inc,HOUSEHOLDS,29.324,121.128
325,Tremblay Inc,WOMENFASHON,30.737,145.193
326,Runolfsson Graham and Welch,HOUSEHOLDS,12.523,107.383
327,Bednar LLC,HOUSEHOLDS,70.189,100.392
328,McKenzie Hickle and Von,WOMENFASHON,25.935,140.797
329,Gibson Inc,KITCHENUTILITIES,47.584,133.498
330,Treutel Brown and Ondricka,WOMENFASHON,66.86,136.222
331,Windler Toy and Blanda,CHILDFASHON,83.188,113.661
332,Corkery Group,MENFASHON,16.163,113.111
333,Cummerata Shields and Price,CHILDFASHON,56.667,145.306
334,Abbott Cruickshank and Cartwright,WOMENFASHON,45.475,110.391
335,Marvin Inc,WOMENFASHON,82.545,102.038
336,Nader-Pfannerstill,CHILDFASHON,18.064,117.613
337,Dibbert Wintheiser and White,WOMENFASHON,15.459,120.732
338,Quitzon-Kohler,HOUSEHOLDS,96.478,121.861
339,Brown-Metz,KITCHENUTILITIES,32.587,117.746
340,Bradtke-Murphy,WOMENFASHON,61.412,122.028
341,Paucek Schulist and Barton,WOMENFASHON,66.966,121.051
342,Witting-Shanahan,WOMENFASHON,48.447,142.692
343,Conn LLC,HOUSEHOLDS,2.491,140.399
344,Renner Group,HOUSEHOLDS,11.884,144.834
345,Toy-Christiansen,MENFASHON,47.387,128.745
346,Zulauf Hahn and Waters,MENFASHON,14.776,124.277
347,Grady Group,HOUSEHOLDS,98.661,146.178
348,Rath Group,KITCHENUTILITIES,45.092,127.281
349,Haag Group,CHILDFASHON,59.863,127.402
350,Rolfson-Boyle,WOMENFASHON,59.332,110.44
351,Ledner Schneider and Moore,MENFASHON,74.555,120.795
352,Little and Sons,KITCHENUTILITIES,53.814,148.085
353,Hills-Mohr,CHILDFASHON,19.534,128.608
354,Luettgen and Sons,KITCHENUTILITIES,93.321,124.094
355,Crist Bins and Roob,HOUSEHOLDS,55.104,105.398
356,Abernathy Boehm and Howe,KITCHENUTILITIES,96.576,148.788
357,Jast LLC,WOMENFASHON,34.091,149.941
358,Wisoky Bechtelar and Okuneva,HOUSEHOLDS,81.817,136.134
359,Collier-Lesch,MENFASHON,19.128,143.477
360,Gerlach-Abshire,CHILDFASHON,55.912,118.781
361,Fay-Lesch,MENFASHON,3.209,111.865
362,Konopelski Barrows and Hudson,WOMENFASHON,40.664,145.992
363,Durgan and Sons,WOMENFASHON,41.962,120.274
364,Goodwin Collins and Becker,CHILDFASHON,7.358,118.09
365,Wunsch Bechtelar and Mertz,KITCHENUTILITIES,4.024,142.108
366,Lynch-Leffler,KITCHENUTILITIES,8.515,147.293
367,Medhurst Abernathy and Schulist,WOMENFASHON,98.858,119.136
368,Pagac Jerde and Klocko,KITCHENUTILITIES,32.149,113.555
369,Corkery Carter and Champlin,MENFASHON,20.815,126.254
370,Dickens Group,MENFASHON,30.44,144.623
371,Rice-Dooley,CHILDFASHON,26.85,114.872
372,Morissette Luettgen and Balistreri,HOUSEHOLDS,42.67,113.725
373,Kuhic-Hudson,CHILDFASHON,81.532,109.54
374,Reichert-Trantow,MENFASHON,8.494,144.121
375,Boyle and Sons,WOMENFASHON,59.489,117.569
376,Stracke LLC,WOMENFASHON,53.556,125.67
377,Muller Weimann and Davis,KITCHENUTILITIES,18.274,120.203
378,Crist Group,HOUSEHOLDS,25.526,126.997
379,Pfeffer-Bergnaum,CHILDFASHON,29.886,102.304
380,Heller-Breitenberg,KITCHENUTILITIES,22.084,147.902
381,Wuckert Inc,HOUSEHOLDS,35.209,126.158
382,Hane-Schumm,HOUSEHOLDS,46.915,130.745
383,Rolfson Jacobs and Schinner,CHILDFASHON,97.547,127.171
384,Greenfelder Group,MENFASHON,15.271,132.637
385,Sanford Ziemann and Stroman,CHILDFASHON,68.375,145.267
386,Runte Gorczany and Quitzon,MENFASHON,23.023,147.293
387,Funk Mohr and Goyette,CHILDFASHON,30.01,116.07
388,Marks and Sons,CHILDFASHON,99.894,142.773
389,Connelly-McCullough,WOMENFASHON,77.736,132.996
390,Howell-Skiles,KITCHENUTILITIES,26.58,133.576
391,Kautzer-Bailey,HOUSEHOLDS,23.742,114.029
392,Pfannerstill-Turcotte,MENFASHON,10.517,123.995
393,Padberg-Jacobi,WOMENFASHON,13.7,118.29
394,Green-O'Reilly,KITCHENUTILITIES,28.139,110.589
395,Gislason Brakus and Stokes,KITCHENUTILITIES,94.256,126.988
396,Keebler-Brown,KITCHENUTILITIES,29.808,123.418
397,Greenholt Lebsack and Kunde,MENFASHON,94.61,119.83
398,Feeney-Wiza,WOMENFASHON,42.937,103.891
399,Bergstrom Inc,WOMENFASHON,2.807,100.169
400,Emmerich-Nolan,HOUSEHOLDS,46.44,102.824
401,Ritchie Kohler and Johns,KITCHENUTILITIES,26.274,133.8
402,Runte Schmeler and O'Reilly,KITCHENUTILITIES,59.399,148.344
403,Gibson-Gleason,CHILDFASHON,93.795,147.375
404,Thiel-West,HOUSEHOLDS,38.928,132.305
405,Jaskolski Klocko and Senger,KITCHENUTILITIES,10.936,101.211
406,Kutch-Hettinger,CHILDFASHON,93.821,113.657
407,Emard-Schmitt,MENFASHON,92.665,100.68
408,Waters Bernier and Quigley,WOMENFASHON,49.251,102.021
409,Block Orn and Cole,KITCHENUTILITIES,28.723,106.65
410,Legros-McCullough,KITCHENUTILITIES,42.129,128.819
411,Kuhlman Anderson and Kuhn,HOUSEHOLDS,81.023,131.622
412,Dickens-Sporer,KITCHENUTILITIES,94.032,116.119
413,Fadel-Kessler,WOMENFASHON,43.272,122.312
414,Williamson Group,KITCHENUTILITIES,96.55,148.208
415,Crona-Pagac,KITCHENUTILITIES,67.571,105.051
416,Schamberger Flatley and Conroy,CHILDFASHON,23.221,108.184
417,Torp Kuphal and Daniel,WOMENFASHON,78.987,102.082
418,Halvorson and Sons,CHILDFASHON,42.023,143.62
419,Moore Group,MENFASHON,19.035,109.349
420,O'Hara-Wyman,KITCHENUTILITIES,11.517,111.031
421,Will-Kirlin,WOMENFASHON,59.289,109.619
422,Mills and Sons,KITCHENUTILITIES,3.93,115.327
423,Dicki and Sons,CHILDFASHON,91.815,124.377
424,Schamberger-Schultz,CHILDFASHON,30.595,114.955
425,Hermann Inc,WOMENFASHON,99.031,103.773
426,Beier Bartell and Von,KITCHENUTILITIES,42.381,137.777
427,Bayer O'Reilly and O'Kon,CHILDFASHON,59.466,117.65
428,Walsh-Kihn,KITCHENUTILITIES,73.47,107.799
429,Bogan-Smitham,MENFASHON,89.037,127.204
430,Roob-Bartoletti,CHILDFASHON,46.0,108.355
431,Hammes Group,MENFASHON,5.387,138.975
432,Upton Ernser and Wiegand,WOMENFASHON,3.974,114.435
433,Willms Littel and Walker,KITCHENUTILITIES,71.379,124.361
434,Batz Group,MENFASHON,84.602,142.096
435,Lubowitz-Kovacek,KITCHENUTILITIES,7.505,149.836
436,Koelpin Farrell and Hayes,KITCHENUTILITIES,95.2,127.627
437,Medhurst Inc,WOMENFASHON,90.938,109.641
438,Wilkinson Prohaska and Simonis,HOUSEHOLDS,80.353,123.93
439,Gleason-Kautzer,KITCHENUTILITIES,93.239,132.64
440,Friesen-Walker,WOMENFASHON,23.341,147.524
441,Konopelski-Yundt,CHILDFASHON,2.662,100.08
442,Langosh-Ernser,KITCHENUTILITIES,28.679,142.507
443,Kerluke Inc,KITCHENUTILITIES,2.754,108.253
444,Turcotte Leuschke and Koss,CHILDFASHON,43.383,113.049
445,Zemlak Blick and Watsica,WOMENFASHON,36.131,110.097
446,Metz Inc,KITCHENUTILITIES,81.492,109.067
447,Collins-Dibbert,CHILDFASHON,1.327,115.012
448,Murphy-Jerde,HOUSEHOLDS,55.853,112.33
449,Reichert and Sons,MENFASHON,3.552,147.634
450,Abshire Inc,MENFASHON,38.085,119.633
451,Armstrong-Gibson,MENFASHON,53.932,146.51
452,McCullough-Hammes,MENFASHON,39.471,102.348
453,Walsh Inc,MENFASHON,49.672,128.153
454,Wuckert and Sons,CHILDFASHON,79.678,123.079
455,Kshlerin-Erdman,WOMENFASHON,77.588,144.307
456,Cole Group,CHILDFASHON,82.904,141.122
457,Mante and Sons,CHILDFASHON,82.385,131.455
